DrugID;TradeNmR;InnR;PackNx;DosageR;PackQn;Pack;DrugFmNmRS;Segment;Year;Month;Series;TotDrugQn;MnfPrice;PrcPrice;RtlPrice;Funds;VendorID;Remark;SrcOrg;EAN;MaxMnfPrice;ExpiTermR;ClNm;MnfNm;PckNm;RegNr;RegDate
49985;Ксимелин;Ксилометазолин;872415;0.05%;1;10 мл, флакон темного стекла с дозирующим устройством;спрей назальный;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;7038319036192;115.500000;2 года;Никомед Дания АпС;Никомед Дания АпС;Никомед Дания АпС;П N015643/02;23.03.2009 00:00:00
49986;Ксимелин;Ксилометазолин;872417;0.1%;1;10 мл, флакон темного стекла с дозирующим устройством;спрей назальный;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;7038319036208;123.490000;2 года;Никомед Дания АпС;Никомед Дания АпС;Никомед Дания АпС;П N015643/02;23.03.2009 00:00:00
49991;Коринфар;Нифедипин;793494;10 мг;100;100 шт., флакон , пачка картонная;таблетка пролонгированного действия покрытая пленочной оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4043589001880;94.860000;;Тева Фармацевтические Предприятия Лтд;Плива Хрватска д.о.о.;Плива Хрватска д.о.о.;П N015326/01;07.10.2008 00:00:00
49992;Коринфар ретард;Нифедипин;793489;20 мг;50;50 шт., флакон темного стекла, пачка картонная;таблетка пролонгированного действия покрытая пленочной оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4043589001835;109.630000;5 лет;АВД фарма ГмбХ и Ко.КГ;Плива Хрватска д.о.о.;Плива Хрватска д.о.о.;П N015327/01;14.05.2009 00:00:00
49993;Коринфар ретард;Нифедипин;793491;20 мг;30;10 шт., упаковка контурная ячейковая  (3), пачка картонная;таблетка пролонгированного действия покрытая пленочной оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4043589001842;75.640000;5 лет;АВД фарма ГмбХ и Ко.КГ;Плива Хрватска д.о.о.;Плива Хрватска д.о.о.;П N015327/01;14.05.2009 00:00:00
49994;Сперидан;Рисперидон;809467;2 мг;100;10 шт., упаковка контурная ячейковая  (10), пачка картонная;таблетка покрытая оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4607085314334;2384.960000;3 года;Актавис Групп ПТС ехф;Актавис АО;ЗиО-Здоровье ЗАО;ЛС-000313;07.04.2010 00:00:00
49995;Вазотенз;Лозартан;703942;50 мг;14;14 шт., упаковка контурная ячейковая , пачка картонная;таблетка покрытая оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;5690528161274;88.280000;2 года;Актавис АО;Актавис АО;Актавис АО;ЛС-002340;08.12.2006 00:00:00
50058;Ванкомицин;Ванкомицин;647880;500 мг;1;флакон , пачка картонная;порошок для приготовления раствора для инфузий;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4602521006415;145.000000;2 года;Красфарма ОАО;Красфарма ОАО;Красфарма ОАО;ЛСР-003482/10;27.04.2010 00:00:00
50081;Фуросемид;Фуросемид;785422;40 мг;50;10 шт., упаковка контурная ячейковая [ПВХ/фольга алюминиевая]  (5), пачка картонная;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4610004580062;17.000000;2 года;Биннофарм ЗАО;Биннофарм ЗАО;Биннофарм ЗАО;ЛСР-002906/10;07.04.2010 00:00:00
50201;Бикалутера;Бикалутамид;860748;150 мг;30;10 шт., упаковка контурная ячейковая  (3), пачка картонная;таблетка покрытая пленочной оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;7793397025451;9244.790000;2 года;Лаборатория Тютор САСИФИА;Лаборатория Кравери САИС;Лаборатория Кравери САИС;ЛСР-003614/10;30.04.2010 00:00:00
50250;Ванкомицин;Ванкомицин;893426;1 г;1;флакон , пачка картонная;порошок для приготовления раствора для инфузий;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4602521009164;270.000000;2 года;Красфарма ОАО;Красфарма ОАО;Красфарма ОАО;ЛСР-003482/10;27.04.2010 00:00:00
50355;Меропенем Джодас;Меропенем;896875;1 г;10;флакон  (10), коробка картонная;порошок для приготовления раствора для внутривенного введения;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;8908000095205;10173.260000;3 года;Джодас Экспоим Пвт.Лтд;Джодас Экспоим Пвт.Лтд;Джодас Экспоим Пвт.Лтд;ЛСР-010476/08;24.12.2008 00:00:00
50365;Аскорбиновая кислота;Аскорбиновая кислота;897572;50 мг/мл;10;2 мл, ампула  (10);раствор для внутривенного и внутримышечного введения;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4600828003922;21.600000;1 год;Мосхимфармпрепараты им.Н.А.Семашко ОАО;Мосхимфармпрепараты им.Н.А.Семашко ОАО;Мосхимфармпрепараты им.Н.А.Семашко ОАО;Р N003312/01;02.04.2010 00:00:00
50622;Натрия хлорид;Натрия хлорид;914382;0.9%;1;1000 мл, контейнер/ с 2 - портами, ящик;раствор для инфузий;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4605258002644;52.220000;;Медполимер фирма ОАО;Медполимер фирма ОАО;Медполимер фирма ОАО;Р N003758/01;29.12.2006 00:00:00
50627;Дротаверин-УБФ;Дротаверин;914781;40 мг;10;10 шт., упаковка контурная ячейковая [бумага с полимерным покрытием/ПВХ] ;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4603179003399;5.460000;3 года;Уралбиофарм ОАО;Уралбиофарм ОАО;Уралбиофарм ОАО;Р N002247/01;
50705;Амлодипин;Амлодипин;100008072;10 мг;30;30 шт., упаковка контурная ячейковая , пачка картонная;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4690567007701;62.010000;2 года;Вертекс ЗАО;Вертекс ЗАО;Вертекс ЗАО;ЛСР-008198/08;16.10.2008 00:00:00
50748;Пирацетам Оболенское;Пирацетам;918293;800 мг;30;15 шт., упаковка ячейковая контурная (2), пачка картонная;таблетка покрытая оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4605077005086;62.390000;;Оболенское фармацевтическое предприятие ЗАО;Оболенское фармацевтическое предприятие ЗАО;Оболенское фармацевтическое предприятие ЗАО;Р N001564/01;12.02.2010 00:00:00
50852;Миакальцик;Кальцитонин;513787;100 МЕ/мл;5;1 мл, ампула  (5);раствор для инъекций;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;7680386059002;878.550000;5 лет;Новартис Фарма АГ;Новартис Фарма Штейн АГ;Новартис Фарма Штейн АГ;П N008824;17.05.2010 00:00:00
50853;Имован;Зопиклон;486857;7.5 мг;20;20 шт., упаковка контурная ячейковая , пачка картонная;таблетка покрытая пленочной оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;3587080356700;194.830000;3 года;Лаборатории Авентис;Юсифар;Юсифар;П N015904/01;11.08.2009 00:00:00
50856;Гистак;Ранитидин;649116;150 мг;20;10 шт., упаковка контурная ячейковая  (2), пачка картонная;таблетка покрытая оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4601764000174;26.060000;3 года;Ранбакси Лабораториз Лтд;Ранбакси Лабораториз Лтд [Девас];Ранбакси Лабораториз Лтд [Девас];П N012380/02;03.11.2006 00:00:00
50857;Кордафлекс РД;Нифедипин;742429;40 мг;10;10 шт., упаковка контурная ячейковая , пачка картонная;таблетка с контролируемым высвобождением покрытая оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;5995327119786;71.410000;5 лет;Эгис Фармацевтический завод АО;Арена Фармасьютикалс ГмбХ;Эгис Фармацевтический завод ОАО;ЛС-001219;23.06.2009 00:00:00
50858;Кордафлекс РД;Нифедипин;859148;40 мг;30;10 шт., упаковка контурная ячейковая  (3), пачка картонная;таблетка с контролируемым высвобождением покрытая оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;5995327119793;167.150000;5 лет;Эгис Фармацевтический завод АО;Арена Фармасьютикалс ГмбХ;Эгис Фармацевтический завод ОАО;ЛС-001219;23.06.2009 00:00:00
50859;Арбидол;Умифеновир;765020;100 мг;10;10 шт., упаковка ячейковая контурная, пачка картонная;капсула;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4601669004581;191.880000;;Фармстандарт-Лексредства ОАО;Фармстандарт-Лексредства ОАО;Фармстандарт-Лексредства ОАО;Р N003610/01;10.05.2007 00:00:00
50860;Цетиризин Гексал;Цетиризин;564623;10 мг/мл;1;20 мл, флакон-капельница темного стекла;капли для приема внутрь;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4030855171972;183.160000;3 года после вскрытия - 6 мес;Салютас Фарма ГмбХ;Салютас Фарма ГмбХ;Салютас Фарма ГмбХ;ЛС-001055;23.12.2005 00:00:00
50861;Спазмол;Дротаверин;716459;40 мг;20;20 шт., упаковка контурная ячейковая , пачка картонная;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4601669001641;19.490000;4 года;Фармстандарт-Лексредства ОАО;Фармстандарт-Лексредства ОАО;Фармстандарт-Лексредства ОАО;Р N001132/01;17.03.2008 00:00:00
50864;Адрибластин быстрорастворимый;Доксорубицин;672380;50 мг;1;флакон , пачка картонная;лиофилизат для приготовления раствора для внутрисосудистого и внутрипузырного введения;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4607131040194;993.900000;4 года 5 лет - растворитель;Пфайзер Италия СрЛ;Пфайзер Италия СрЛ;Пфайзер Италия СрЛ;П N013798/01;19.11.2007 00:00:00
50865;Адрибластин быстрорастворимый;Доксорубицин;672381;10 мг;1;флакон  /комплект: растворитель - вода для инъекций (ампула) 5 мл/, пачка картонная;лиофилизат для приготовления раствора для внутрисосудистого и внутрипузырного введения;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4607131040187;294.000000;4 года 5 лет - растворитель;Пфайзер Италия СрЛ;Пфайзер Италия СрЛ;Пфайзер Италия СрЛ;П N013798/01;19.11.2007 00:00:00
50866;Беклазон Эко;Беклометазон;651781;50 мкг/доза;1;200 доз, баллон аэрозольный алюминиевый, футляр пластиковый;аэрозоль для ингаляций дозированный;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;5023497030683;154.040000;3 года;Нортон (Вотерфорд);Нортон Вотерфорд, выступающий под торговым наименованием Айвэкс Фармасьютикалс Ирландия;Айвэкс Фармасьютикалс сро;П N013291/01;15.12.2009 00:00:00
50867;Беклазон Эко;Беклометазон;651780;0.1 мг/доза;1;200 доз, баллон аэрозольный алюминиевый, футляр пластиковый;аэрозоль для ингаляций дозированный;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;5023497031697;247.390000;3 года;Нортон (Вотерфорд);Нортон Вотерфорд, выступающий под торговым наименованием Айвэкс Фармасьютикалс Ирландия;Айвэкс Фармасьютикалс сро;П N013291/01;15.12.2009 00:00:00
50868;Беклазон Эко;Беклометазон;651779;0.25 мг/доза;1;200 доз, баллон аэрозольный алюминиевый, футляр пластиковый;аэрозоль для ингаляций дозированный;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;5023497032700;346.760000;3 года;Нортон (Вотерфорд);Нортон Вотерфорд, выступающий под торговым наименованием Айвэкс Фармасьютикалс Ирландия;Айвэкс Фармасьютикалс сро;П N013291/01;15.12.2009 00:00:00
50870;Нитросорбид;Изосорбида динитрат;833863;10 мг;25;25 шт., банка темного стекла, пачка картонная;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4604060011264;4.420000;3 года;Татхимфармпрепараты ОАО;Татхимфармпрепараты ОАО;Татхимфармпрепараты ОАО;Р N000212/01;23.07.2008 00:00:00
50873;Зипрекса;Оланзапин;810161;10 мг;28;7 шт., упаковка контурная ячейковая  (4), пачка картонная;таблетка покрытая пленочной оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4602103002934;3794.000000;3 года;Эли Лилли Восток СА;Лилли дель Карибе Инк;Лилли СА;П N014208/01;02.04.2008 00:00:00
50874;Зипрекса;Оланзапин;810169;5 мг;28;7 шт., упаковка контурная ячейковая  (4), пачка картонная;таблетка покрытая пленочной оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4602103002927;1962.000000;3 года;Эли Лилли Восток СА;Лилли дель Карибе Инк;Лилли СА;П N014208/01;02.04.2008 00:00:00
50876;Хумулин M3;Инсулин двухфазный [человеческий генно-инженерный];660471;100 МЕ/мл;1;10 мл, флакон ;суспензия для подкожного введения;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4602103002101;399.000000;2 года после вскрытия - 28 сут (при температуре 15-25 град.);Эли Лилли Восток СА;Эли Лилли энд Компани;Эли Лилли энд Компани;П N013713/01;19.01.2006 00:00:00
50877;Хумулин Регуляр;Инсулин растворимый [человеческий генно-инженерный];625905;100 МЕ/мл;1;10 мл, флакон ;раствор для инъекций;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4602103002088;411.000000;2 года после вскрытия - 28 сут (при температуре 15-25 град.);Эли Лилли Восток СА;Эли Лилли энд Компани;Эли Лилли энд Компани;П N013712/01;17.03.2006 00:00:00
50878;Хумулин НПХ;Инсулин-изофан [человеческий генно-инженерный];625986;100 МЕ/мл;1;10 мл, флакон ;суспензия для подкожного введения;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4602103002095;397.000000;2 года (при производстве в США - 3 года) после вскрытия - 28 сут (при температуре 15-25 град.);Эли Лилли Восток СА;Эли Лилли энд Компани;Эли Лилли энд Компани;П N013711/01;03.03.2006 00:00:00
50879;Бенакорт;Будесонид;820633;0.2 мг/доза;1;200 доз, ингалятор дозирующий Циклохалер, пакет полиэтиленовый;порошок для ингаляций дозированный;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4603466000018;289.880000;3 года;Пульмомед ЗАО;Пульмомед ЗАО;Пульмомед ЗАО;Р N002275/01-2003;21.05.2008 00:00:00
50880;Рисполепт Конста;Рисперидон;881129;37.5 мг;1;флакон , упаковка контурная ячейковая ;порошок для приготовления суспензии для внутримышечного введения пролонгированного действия;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4602243001958;5805.980000;;Джонсон & Джонсон ООО;Алкермес Инк;Силаг АГ;П N015674/01;
50882;Рисполепт Конста;Рисперидон;881127;25 мг;1;флакон  /комплект: растворитель (шприц) 2 мл, игла, система с безыгольным устройством, фольга алюминиевая/, упаковка контурная ячейковая ;порошок для приготовления суспензии для внутримышечного введения пролонгированного действия;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4602243001941;3864.940000;;Джонсон & Джонсон ООО;Алкермес Инк;Силаг АГ;П N015674/01;
50885;Ксефокам;Лорноксикам;861723;4 мг;10;10 шт., упаковка контурная ячейковая , пачка картонная;таблетка покрытая пленочной оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;9003638153408;85.420000;5 лет;Никомед Австрия ГмбХ;Никомед Австрия ГмбХ;Никомед Австрия ГмбХ;П N014845/01;15.01.2009 00:00:00
50890;Доксорубицин-ЛЭНС;Доксорубицин;625191;50 мг;1;флакон , пачка картонная;лиофилизат для приготовления раствора для внутрисосудистого и внутрипузырного введения;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4605095000650;798.010000;2 года;Лэнс-Фарм ООО [пос.Горки-10];Лэнс-Фарм ООО [пос.Вольгинский];Лэнс-Фарм ООО [пос.Вольгинский];Р N000005/01;13.01.2006 00:00:00
50892;Атенолол;Атенолол;910378;50 мг;30;10 шт., упаковка контурная ячейковая [бумага/ПВХ]  (3), пачка картонная;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4603988009247;22.090000;2 года;Обновление ПФК ЗАО;Обновление ПФК ЗАО;Обновление ПФК ЗАО;ЛСР-008635/08;30.10.2008 00:00:00
50893;Лидокаина гидрохлорид;Лидокаин;818502;20 мг/мл;10;2 мл, ампула  (10);раствор для инъекций;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4602824000288;13.790000;2 года;Дальхимфарм ОАО;Дальхимфарм ОАО;Дальхимфарм ОАО;Р N001261/01-2002;05.05.2008 00:00:00
50895;Кефотекс;Цефотаксим;758034;1 г;1;флакон , пачка картонная;порошок для приготовления раствора для внутривенного и внутримышечного введения;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;8901278000018;33.330000;2.5 года;Джепак Интернейшенл;Джепак Интернейшенл;Джепак Интернейшенл;П N016209/01;25.02.2010 00:00:00
50897;Декарис;Левамизол;827173;150 мг;1;1 шт., упаковка контурная ячейковая , пачка картонная;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;5997001380369;55.080000;5 лет;Гедеон Рихтер ОАО;Гедеон Рихтер ОАО;Гедеон Рихтер Румыния АО;П N014042/01;23.09.2008 00:00:00
50898;Декарис;Левамизол;827172;50 мг;2;2 шт., упаковка контурная ячейковая , пачка картонная;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;5997001380338;53.140000;5 лет;Гедеон Рихтер ОАО;Гедеон Рихтер ОАО;Гедеон Рихтер Румыния АО;П N014042/01;23.09.2008 00:00:00
50899;Перекиси водорода раствор;Водорода пероксид;916375;3%;1;10000 мл, 10 кг, канистра полиэтиленовая;раствор для местного и наружного применения;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4603184001953;418.820000;2 года;~;Ивановская фармацевтическая фабрика ОАО;Ивановская фармацевтическая фабрика ОАО;74/614/30;09.07.1974 00:00:00
50900;Перекиси водорода раствор;Водорода пероксид;177847;3%;1;20000 мл, 50 мл, флаконы полимерные;раствор для местного и наружного применения;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4603184003551;843.480000;2 года;~;Ивановская фармацевтическая фабрика ОАО;Ивановская фармацевтическая фабрика ОАО;74/614/30;09.07.1974 00:00:00
50901;Перекиси водорода раствор;Водорода пероксид;619605;3%;1;25 мл, флакон ;раствор для местного и наружного применения;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4603184000109;2.520000;2 года;~;Ивановская фармацевтическая фабрика ОАО;Ивановская фармацевтическая фабрика ОАО;74/614/30;09.07.1974 00:00:00
50902;Феноксиметилпенициллин;Феноксиметилпенициллин;624762;75 мг;15;пакетик [материал Буфлен комбинированный]  (15), пачка картонная;порошок для приготовления суспензии для приема внутрь;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4602565010843;26.650000;2 года;Синтез ОАО;Синтез ОАО;Синтез ОАО;ЛС-000491;11.05.2010 00:00:00
50904;Нурофен;Ибупрофен;889923;5%;1;50 г, туба алюминиевая, пачка картонная;гель для наружного применения;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;5000158100237;112.510000;;Рекитт Бенкизер Хелскэр Интернешнл Лтд;Фармасиерра Мануфэкчуринг СЛ;Фармасиерра Мануфэкчуринг СЛ;П N015794/01;29.06.2009 00:00:00
50905;Вакцина туберкулезная (БЦЖ);Вакцина для профилактики туберкулеза;883696;50 мкг/доза;5;10 доз, ампула  (5) /комплект: растворитель - натрия хлорида раствор 0.9% (ампула) 1 мл/, пачка картонная;лиофилизат для приготовления суспензии для внутрикожного введения;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4602379000054;250.790000;2 года;Медгамал ФГБУ (филиал НИИЭМ им.Н.Ф.Гамалеи РАМН ГУ);Медгамал ФГБУ (филиал НИИЭМ им.Н.Ф.Гамалеи РАМН ГУ);Медгамал ФГБУ (филиал НИИЭМ им.Н.Ф.Гамалеи РАМН ГУ);Р N001969/01;31.03.2008 00:00:00
50906;Вакцина туберкулезная (БЦЖ);Вакцина для профилактики туберкулеза;883697;50 мкг/доза;5;20 доз, ампула  (5) /комплект: растворитель - натрия хлорида раствор 0.9% (ампула) 2 мл/, пачка картонная;лиофилизат для приготовления суспензии для внутрикожного введения;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4602379000061;253.520000;2 года;Медгамал ФГБУ (филиал НИИЭМ им.Н.Ф.Гамалеи РАМН ГУ);Медгамал ФГБУ (филиал НИИЭМ им.Н.Ф.Гамалеи РАМН ГУ);Медгамал ФГБУ (филиал НИИЭМ им.Н.Ф.Гамалеи РАМН ГУ);Р N001969/01;31.03.2008 00:00:00
50907;Налоксон;Налоксон;602261;0.4 мг/мл;10;1 мл, ампула  (10);раствор для инъекций;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;5900257071042;181.160000;4 года;Варшавский фармацевтический завод Польфа АО;Варшавский фармацевтический завод Польфа АО;Варшавский фармацевтический завод Польфа АО;П N011962/01;31.03.2006 00:00:00
50908;Таниз-К;Тамсулозин;709546;0.4 мг;10;10 шт., упаковка контурная ячейковая , пачка картонная;капсула пролонгированного действия;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;3838989556884;190.090000;2.5 года;КРКА д.д., Ново место;Синтон БВ;КРКА д.д., Ново место;ЛСР-007250/08;10.09.2008 00:00:00
50909;Таниз-К;Тамсулозин;716589;0.4 мг;90;10 шт., упаковка контурная ячейковая  (9), пачка картонная;капсула пролонгированного действия;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;3838989556952;1028.040000;2.5 года;КРКА д.д., Ново место;Синтон БВ;КРКА д.д., Ново место;ЛСР-007250/08;10.09.2008 00:00:00
50910;Таниз-К;Тамсулозин;716587;0.4 мг;30;10 шт., упаковка контурная ячейковая  (3), пачка картонная;капсула пролонгированного действия;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;3838989556921;419.670000;2.5 года;КРКА д.д., Ново место;Синтон БВ;КРКА д.д., Ново место;ЛСР-007250/08;10.09.2008 00:00:00
50911;Диротон;Лизиноприл;890601;5 мг;28;14 шт., упаковка контурная ячейковая  (2), пачка картонная;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4605469001665;158.570000;3 года;Гедеон Рихтер АО;Гедеон Рихтер ОАО;Гедеон Рихтер-Рус ЗАО;П N011426/01;04.06.2009 00:00:00
50914;Этиловый спирт;Этанол;686522;70%;1;31500 мл, 31.5 л, канистра полиэтиленовая;раствор для наружного применения и приготовления лекарственных форм;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4603979002400;4417.420000;2 года;Ватхэм-Фармация ООО;Ватхэм-Фармация ООО;Ватхэм-Фармация ООО;ЛСР-008493/08;24.10.2008 00:00:00
50915;Этиловый спирт;Этанол;637953;70%;1;100 мл, флакон темного стекла;раствор для наружного применения и приготовления лекарственных форм;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4603979003070;20.740000;2 года;Ватхэм-Фармация ООО;Ватхэм-Фармация ООО;Ватхэм-Фармация ООО;ЛСР-008493/08;24.10.2008 00:00:00
50916;Престариум А;Периндоприл;652646;10 мг;30;30 шт., флакон с дозатором полипропиленовый , пачка картонная;таблетка покрытая пленочной оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;3594456800125;435.080000;3 года;Лаборатории Сервье;Лаборатории Сервье Индастри;Лаборатории Сервье Индастри;ЛСР-000257/08;29.01.2008 00:00:00
50917;Престариум А;Периндоприл;652645;5 мг;30;30 шт., флакон с дозатором полипропиленовый , пачка картонная;таблетка покрытая пленочной оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;3594456600138;290.030000;3 года;Лаборатории Сервье;Лаборатории Сервье Индастри;Лаборатории Сервье Индастри;ЛСР-000257/08;29.01.2008 00:00:00
50918;Ципролет;Ципрофлоксацин;784822;2 мг/мл;1;100 мл, флакон полиэтиленовый;раствор для инфузий;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;8901148206489;54.180000;3 года;Д-р Редди'с Лабораторис Лтд;Марк Биосайенсиз Лтд;Марк Биосайенсиз Лтд;П N008395;26.02.2006 00:00:00
50921;Медрол;Метилпреднизолон;707242;32 мг;20;20 шт., флакон темного стекла, пачка картонная;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4601951000697;650.740000;5 лет;Фармация НВ/СА;Фармация Италия СпА;Фармация Италия СпА;П N015350/01;15.12.2008 00:00:00
50922;Медрол;Метилпреднизолон;707235;16 мг;50;10 шт., упаковка ячейковая контурная (5), пачка картонная;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4601951000710;711.870000;;Фармация НВ/СА;Фармация Италия СпА;Фармация Италия СпА;П N015350/01;15.12.2008 00:00:00
50923;Медрол;Метилпреднизолон;707238;4 мг;30;30 шт., флакон темного стекла, пачка картонная;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4601951000703;146.640000;5 лет;Фармация НВ/СА;Фармация Италия СпА;Фармация Италия СпА;П N015350/01;15.12.2008 00:00:00
50925;Ципрофлоксацин;Ципрофлоксацин;683790;250 мг;10;10 шт., упаковка контурная ячейковая , пачка картонная;таблетка покрытая пленочной оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;8902230100128;32.010000;4 года;Аквариус Энтерпрайзис;Аквариус Энтерпрайзис;Аквариус Энтерпрайзис;П N012707/02;09.09.2009 00:00:00
50926;Аспаркам-УБФ;Калия и магния аспарагинат;854783;175+175 мг;10;10 шт., упаковка контурная безъячейковая;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4603179000541;5.720000;3 года;Уралбиофарм ОАО;Уралбиофарм ОАО;Уралбиофарм ОАО;Р N002050/01-2002;17.11.2008 00:00:00
50927;Дротаверин-УБФ;Дротаверин;841372;40 мг;50;10 шт., упаковка контурная ячейковая [бумага с полимерным покрытием/ПВХ]  (5), пачка картонная;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4603179003580;22.640000;3 года;Уралбиофарм ОАО;Уралбиофарм ОАО;Уралбиофарм ОАО;Р N002247/01;08.09.2008 00:00:00
50928;Карветренд;Карведилол;632636;25 мг;30;30 шт., упаковка контурная ячейковая , пачка картонная;таблетка;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;3850114213172;213.750000;3 года;Плива Хрватска д.о.о.;Плива Хрватска д.о.о.;Плива Хрватска д.о.о.;ЛС-001085;30.12.2005 00:00:00
50929;Панкреазим;Панкреатин;762098;5.04+7.2+0.33 тыс.Ед.Евр.Ф.;20;10 шт., упаковка ячейковая контурная (2), пачка картонная;таблетка покрытая кишечнорастворимой оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4820022240491;23.000000;;Технолог ЗАО;Технолог ЗАО;Технолог ЗАО;П N013996/01;23.07.2008 00:00:00
50930;Нутрифлекс 40/80;Аминокислоты для парентерального питания+Прочие препараты [Декстроза+Минеральные соли];529320;~;5;1000 мл, 1 л, контейнер пластиковый сдвоенный ;раствор для инфузий;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4030539055482;3180.070000;2 года;Б.Браун Мельзунген АГ;Б.Браун Медикал АГ;Б.Браун Медикал АГ;ЛС-000219;26.02.2010 00:00:00
50931;Даунорубицин-ЛЭНС;Даунорубицин;715672;40 мг;1;флакон , пачка картонная;лиофилизат для приготовления раствора для внутривенного введения;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4605095001183;216.000000;3 года;Лэнс-Фарм ООО [пос.Горки-10];Лэнс-Фарм ООО [пос.Вольгинский];Лэнс-Фарм ООО [пос.Вольгинский];Р N001071/01;13.08.2007 00:00:00
50932;Ортофен;Диклофенак;839149;25 мг;30;10 шт., упаковка контурная ячейковая  (3), пачка картонная;таблетка покрытая кишечнорастворимой оболочкой;;2018;2;;0.00;0.00;0.00;0.00;0.00;;;;4604060081274;6.570000;3 года;Татхимфармпрепараты ОАО;Татхимфармпрепараты ОАО;Татхимфармпрепараты ОАО;ЛСР-002352/08;02.04.2008 00:00:00
